日期,钻石(细支荷花),钻石(软绿),钻石(荷花),中南海(硬酷爽风尚),中南海(特高),中南海(软蓝色时光),中南海(软精品),中南海(京韵细支烤烟),中南海(金8mg),中南海(典8),中南海(5mg细支),中华(硬),中华(双中支),中华(软),中华(金中支),真龙(美人香草),真龙(凌云),真龙(锦绣),长城(醇雅奶香),长城(醇雅薄荷),长白山(迎春中支),长白山(神韵),长白山(软红),长白山(红),长白山(777),云烟(紫),云烟(小熊猫家园),云烟(细支珍品),云烟(细支大重九),云烟(神秘花园),云烟(软紫),云烟(软珍品),云烟(软大重九),玉溪(中支和谐),玉溪(硬),玉溪(细支清香世家),玉溪(细支初心),玉溪(细支阿诗玛),玉溪(软红人民大会堂),玉溪(软),玉溪(高配版),玉溪(初心),玉溪(108),王冠(原味9号塑嘴十支),王冠(原味1号),王冠(塑2支全叶卷),王冠(梅兰竹菊),万宝路(软红2.0),万宝路(软红),土楼(1575),泰山(心悦),泰山(宏图),泰山(红将军),苏烟(五星红杉树),苏烟(软金砂),苏烟(沉香),双喜(软国际),石狮(平安),三沙(细支),人民大会堂(缘香),人民大会堂(御廷兰香),人民大会堂(硬红细支),人民大会堂(硬红),人民大会堂(太和),人民大会堂(兰香细支),人民大会堂(红玫瑰细支),人民大会堂(古瓷细支),人民大会堂(古瓷8mg),人民大会堂(大生产振兴),七匹狼(金砖中支),七匹狼(金砖时代),七匹狼(金砂),七匹狼(金),七匹狼(豪情),七匹狼(白),南京(雨花石),南京(炫赫门),南京(细支九五),南京(十二钗中式混合型),南京(十二钗烤烟),南京(十二钗薄荷),南京(软九五),南京(九五),南京(红),牡丹(软蓝),牡丹(软),牡丹(金细支),牡丹(金短支),庐山(精品),庐山(黄精品),龙烟(呈祥),利群(长嘴),利群(夜西湖),利群(休闲),利群(新版),利群(西子阳光),利群(西湖恋),利群(软长嘴),利群(软蓝),利群(江南忆),兰州(硬精品),金圣(硬滕王阁),金圣(滕王阁紫光),金桥(软混),娇子(时代阳光),娇子(X),将军(战神),建牌(薄荷中空4),黄山(中国画细支),黄山(硬记忆),黄山(印象一品),黄山(新一品),黄山(软一品),黄山(记忆),黄山(徽商新概念细支),黄山(红方印细支),黄山(大壹品),黄山(大红方印),黄金叶(炫尚),黄金叶(小目标),黄金叶(喜满堂),黄金叶(天叶),黄金叶(天香细支),黄金叶(金满堂),黄金叶(爱尚),黄鹤楼(硬银紫),黄鹤楼(硬雅韵),黄鹤楼(硬峡谷柔情),黄鹤楼(硬峡谷情细支),黄鹤楼(硬峡谷情),黄鹤楼(硬天下胜景),黄鹤楼(硬奇景),黄鹤楼(硬平安),黄鹤楼(硬南洋叁号),黄鹤楼(硬金砂),黄鹤楼(硬1916),黄鹤楼(雪之景9号),黄鹤楼(雪之景5号),黄鹤楼(雪之景3号),黄鹤楼(雪之景2号),黄鹤楼(天下名楼),黄鹤楼(软蓝),黄鹤楼(软鸿运),黄果树(长征),红塔山(硬经典100),红塔山(硬传奇),红塔山(新时代),红塔山(细支传奇),红塔山(软经典),红双喜(硬上海),红双喜(软),红双喜(南洋经典),红旗渠(雪茄),红旗渠(芒果),红梅(软顺),红梅(软黄),红金龙(硬蓝爱你),红金龙(硬爱你爆珠),红金龙(硬爱你),红河(硬),红河(小熊猫世纪风),红河(软88),好猫(金丝猴),哈德门(精品),哈德门(金典),贵烟(硬小国酒香),贵烟(新贵),贵烟(小国酒香),贵烟(跨越),贵烟(金百合),贵烟(国酒香30),贵烟(萃),芙蓉王(硬细支),芙蓉王(硬闪带细支),芙蓉王(硬领航),芙蓉王(硬蓝新版),芙蓉王(硬蓝细支),芙蓉王(硬),芙蓉王(蓝),凤凰(细支),钓鱼台(中支),大前门(硬),大前门(软),大前门(短支),白沙(硬新精品二代),白沙(硬细支和天下),白沙(硬天天向上细支),白沙(软),白沙(绿和),白沙(精品二代),白沙(和天下),爱喜(幻变),555金　锐,555(星空细支),555(冰炫),云烟(细支云龙),泰山(红将二代)
20170621,362,3545,0,282,1190,1514,720,0,20680,0,0,6555,0,5085,0,438,1448,1346,1510,0,0,10680,208800,208800,19200,31020,0,0,0,3480,29430,19500,4380,0,15860,13980,0,0,46900,52200,0,1059,0,0,4220,0,0,0,2845,0,15680,17440,19820,12000,3350,640,145,6768,0,0,0,17640,52200,90,2530,0,3780,0,0,0,0,4280,15285,11263,41760,19750,4552,0,3185,26310,0,175,1200,170,1945,979,0,0,0,9959,0,18570,0,0,41760,5340,1875,2760,10820,2360,19000,4490,0,9810,15135,14160,78,0,0,0,0,4068,31320,4255,0,1598,3570,2090,0,0,18840,250,170,20880,14980,1862,10500,93,20,150,0,0,24,0,40680,43,0,285,1605,0,19280,37280,17060,7777,15285,0,0,14000,208800,576,11400,0,7055,0,2664,5719,2539,8420,0,20680,10190,25850,0,6153,0,0,5105,200,642,0,23,0,0,0,0,0,0,25350,8160,508,0,1349,10,92,0,0,0,6974,15660,19200,2640,0,2945,0,0,0,0
20170622,159,2970,0,472,1018,1412,704,0,21400,0,0,5750,0,3995,0,64,1590,1324,1340,0,0,8420,214000,214000,20580,32160,0,0,0,3380,32100,19200,640,0,16980,10380,0,0,42700,53600,0,857,0,0,6100,0,0,0,2565,0,14020,12900,19740,9000,930,0,0,7806,0,0,0,18300,53600,8,470,0,2260,0,0,0,0,4215,16020,13722,42880,20050,3725,0,3330,24390,0,160,0,101,845,723,0,0,0,12143,0,19470,0,0,42880,6480,2685,3920,8260,2700,21440,4680,0,10700,14940,16080,0,0,0,0,0,4533,32160,3835,0,1449,3415,535,0,0,19800,120,105,21400,15220,1768,8220,51,4,84,0,0,5,0,35800,10,0,650,460,0,19360,33760,16080,8055,15645,0,0,11320,214000,638,12555,0,8251,0,2994,6465,2259,8850,0,21320,9590,26800,0,6965,0,0,5350,240,448,0,6,0,0,0,0,0,0,24420,3720,296,0,1542,0,49,0,0,0,7943,16020,19631,680,0,2590,0,0,0,0
20170623,216,3020,0,454,714,1382,558,0,19320,0,0,5320,0,5125,0,258,1372,1350,780,0,0,8680,197800,197800,18880,30030,0,0,0,2580,28500,17220,0,0,12000,11800,0,0,47400,48350,0,45,0,0,2320,0,0,0,2005,0,14620,13740,18640,8880,1220,0,0,6951,0,0,0,17280,50050,44,0,0,4560,0,0,0,0,4530,14445,11218,39560,15350,3871,0,2635,23730,0,60,0,115,670,733,0,0,0,9750,0,17520,0,940,40040,3900,2220,2940,7780,2180,18580,4150,0,10010,12945,14445,0,0,0,0,0,3908,30030,3365,0,1743,3785,175,0,0,19260,166,115,19720,15860,1588,7440,45,24,104,0,0,29,0,33720,44,0,430,0,0,19060,31480,17680,7510,14670,0,0,12820,200200,564,11115,0,7308,0,2604,5728,2010,8710,0,19780,9550,24725,0,5966,0,0,4525,60,466,0,22,0,0,0,0,0,0,22200,3120,320,0,1375,12,48,0,0,0,6977,14505,844,940,0,2420,0,0,0,0
20170626,68,3055,18,462,972,1572,770,0,19820,0,0,6430,0,6510,0,352,1500,1366,1110,0,0,12480,206400,206400,18660,29730,0,0,0,3780,29670,23670,780,0,14340,11120,0,0,43550,30960,0,0,0,0,3740,0,0,0,2690,0,12280,14940,19040,11840,2750,240,0,2928,0,0,0,17260,51600,40,630,0,15120,0,0,0,0,3965,14145,13271,41280,9140,5243,0,2575,22500,0,250,2180,60,1210,3356,0,0,0,13133,0,19620,0,340,30270,3920,1800,3040,10080,2960,20180,4425,0,9750,14835,14475,212,0,0,0,0,4354,30570,3040,0,1854,3090,1340,0,0,19620,196,60,20380,13860,1586,8820,22,8,114,0,0,8,0,26910,8,0,400,0,0,18840,28530,16660,11904,14475,0,0,8920,206400,498,11340,0,8068,0,2748,6946,1550,8510,822,20480,9910,25800,0,6309,0,0,4610,150,498,0,8,0,0,0,0,0,0,23235,4200,454,0,1391,0,8,0,0,0,7111,14805,0,360,0,3045,0,0,0,0
20170627,276,3015,224,332,910,1322,642,0,19440,0,0,5525,0,4375,0,326,1298,1288,1365,0,0,9120,204400,208400,20840,31020,0,0,0,3520,30120,21960,765,0,14780,10080,0,0,46700,31260,0,0,0,0,7120,0,0,0,1960,0,14440,14220,20060,9360,1350,660,0,3007,0,0,0,17360,52100,16,370,0,12360,0,0,0,0,4615,15510,13187,41680,7840,4744,0,3355,23910,15720,0,160,96,1065,3423,0,0,0,13185,0,15930,0,0,31260,3340,1970,5080,7860,4020,20040,4685,0,9800,14070,15240,222,0,0,0,0,4578,31020,3545,0,1896,3895,395,0,0,20160,156,68,20680,16600,1816,6030,17,8,91,0,0,8,0,27030,8,0,625,0,0,20840,26610,17220,12129,15510,0,0,11760,208400,770,11160,0,8042,0,2776,6756,1510,9260,972,20680,10420,25850,0,6360,0,0,4955,40,444,0,8,0,0,0,0,0,0,25260,2280,252,0,1432,0,8,0,0,9540,7272,15120,0,1020,0,2920,0,0,0,0
20170628,404,3710,355,460,952,1402,680,0,19760,0,0,7810,0,7440,0,242,1566,1648,1580,0,0,13560,208400,209000,19660,31260,0,0,0,5380,30660,23070,1965,0,18740,12980,0,0,50100,30870,0,0,0,0,5940,0,0,0,2795,0,17340,15700,19600,9760,3790,1460,0,2431,0,0,0,19180,52100,190,1970,0,16180,0,0,0,0,4500,14955,12343,41680,7140,5770,0,2600,24240,17820,175,260,96,1230,4316,0,0,0,11928,0,17400,0,0,31350,2620,1675,3380,9000,2620,20100,4355,0,10380,14115,15015,0,0,0,0,0,577,31260,3675,0,2103,4285,1805,0,0,19800,231,96,20280,15320,1828,11100,36,10,131,0,0,0,0,29640,10,0,1005,0,0,19600,28170,17080,11293,15525,0,0,15300,209000,740,13560,0,7499,0,2668,6649,1700,9630,878,20760,9800,26125,0,6101,0,0,3745,360,710,0,10,0,0,0,0,0,0,25800,7170,524,0,1352,0,10,0,0,11715,6930,15525,0,2160,0,2910,0,0,0,0
20170629,206,1485,139,118,1042,1410,822,0,19960,0,0,5420,0,4290,0,298,1418,1354,870,0,0,8880,199600,199200,19880,28920,0,0,0,3360,28920,19140,420,0,13980,7200,0,0,44700,29310,0,0,0,0,2160,0,0,0,2630,0,12380,16140,19540,10160,1460,620,0,2849,0,0,0,15600,49800,8,440,0,13180,0,0,0,0,4305,14910,12623,39920,6520,4609,0,1355,22230,15180,155,560,46,725,3102,0,0,0,12894,0,18270,0,0,29940,1740,1415,1360,9140,2200,19400,3975,0,9400,14565,14490,56,0,0,0,0,0,29940,2955,0,1593,3710,725,0,0,18140,138,46,19280,13780,1754,7080,13,2,74,0,0,0,0,25110,2,0,1085,0,0,18360,26220,15500,11773,14595,0,0,12600,199600,684,12060,0,7928,0,2722,6870,1416,9110,552,19960,9700,24950,0,6238,0,0,4005,0,500,0,2,0,0,0,0,0,0,24600,0,280,0,1385,0,2,0,0,12780,7051,14490,0,660,0,2905,0,0,0,0
20170630,242,3115,232,214,1100,1498,652,0,20940,0,0,5920,0,3615,0,218,1698,1362,2170,0,0,9180,207000,207000,20300,31410,0,0,0,1460,31080,19770,1020,0,16720,7920,0,0,47950,31080,0,0,0,0,7200,0,0,0,2665,0,17280,14300,20960,9040,2230,900,0,3121,0,0,240,17600,51750,42,320,0,12740,0,0,0,0,4845,15705,12301,41440,3997,5480,120,2105,23220,18400,60,900,46,445,3791,0,0,0,10434,0,15810,0,240,31440,2800,2485,2820,10780,2240,20700,5025,0,9950,15015,14610,0,0,0,0,0,0,31080,4030,0,1995,4320,1425,0,0,20540,140,46,20720,16240,1522,9360,10,12,78,0,0,0,0,24870,12,0,590,0,0,18220,26190,16580,14717,15705,0,0,13240,207200,690,13455,0,8114,0,2718,13802,1333,9340,540,20960,10470,26200,0,12254,0,0,4140,120,462,0,12,0,0,0,0,0,0,21570,2730,308,0,1393,0,12,0,0,13785,7276,15540,0,132,0,3465,0,0,0,0
20170703,328,3575,155,436,1024,1444,804,0,10370,0,0,9524,0,9633,0,236,1682,1548,1495,0,0,4180,31920,21280,10010,21280,0,0,0,1950,19580,8030,1220,0,14960,5960,0,0,33240,31920,0,0,0,0,1770,0,0,0,1076,0,7740,6930,10640,3603,1390,411,0,0,0,0,0,13545,42560,112,990,0,3800,0,0,0,0,4565,10350,13240,21280,0,5848,0,1426,16600,13440,0,203,0,160,1482,0,0,0,13430,0,12500,0,240,21280,2360,670,3340,6960,1300,5934,1644,0,10640,10040,9820,138,0,0,0,0,0,21280,1350,0,1400,1628,508,0,0,10000,503,430,10580,7920,1702,3720,15,0,110,0,0,0,0,18780,6,0,1235,0,0,21280,17400,12870,11623,10350,0,0,4381,53200,440,5585,0,8117,0,1410,6969,4431,0,0,21280,10640,21280,0,6513,0,0,4465,170,1250,0,0,0,0,0,0,0,0,15420,1640,720,0,1438,0,0,0,0,1670,7202,9870,0,0,0,1060,0,0,0,0
20170704,397,2625,179,482,914,1330,654,0,10590,0,0,8848,0,6165,0,414,1426,1480,1390,0,0,5200,32730,21820,10280,21700,0,0,0,1850,21820,8200,1300,0,16340,6340,0,0,37360,32730,0,0,0,0,3320,0,0,0,1056,0,7880,8230,9150,0,1885,0,0,12937,0,0,590,13050,43400,12,420,0,3310,0,0,0,0,4760,10810,13353,21820,0,5428,0,888,16600,11895,0,0,0,420,1433,0,0,0,11809,0,13180,0,0,21820,2480,828,1710,5220,2440,0,1648,0,10910,9010,9730,62,0,0,0,0,0,21700,1148,0,1472,1394,382,0,0,10140,425,412,10910,7900,1812,4420,6,0,127,0,0,0,0,20360,6,0,940,0,0,20400,13260,13155,11689,9820,0,0,108,54550,522,45,0,8241,0,1436,6969,4438,0,0,21820,10850,21820,0,6594,0,0,2415,295,1006,0,0,0,0,0,0,0,0,16240,1000,688,0,1469,0,0,0,0,1781,7256,10870,0,0,0,972,0,0,0,0
20170705,215,3390,112,218,1184,1546,686,0,10430,0,0,8013,0,6157,0,374,1484,1384,1685,0,0,6000,31290,20860,9860,20860,0,0,0,1560,20860,6650,2240,0,17200,5150,0,0,30840,31290,0,0,0,0,3980,0,0,0,1386,0,7240,7630,9350,0,750,0,0,11458,0,0,0,12045,41720,148,1280,0,2110,0,0,0,0,4170,10200,11963,20580,0,6377,0,1272,17140,12390,0,0,0,404,1627,0,0,0,9565,0,13380,0,0,20860,2920,1030,1170,7190,1860,0,1784,0,9940,9800,9890,132,0,0,0,0,0,19536,1294,0,1490,1552,580,0,0,9580,333,364,10430,8080,1736,6680,14,0,77,0,0,0,0,19680,14,0,0,0,0,19282,0,13545,10569,10150,0,0,0,52150,834,0,0,7571,0,1308,6460,4566,0,0,20860,9890,20860,0,5948,0,0,3930,70,1057,0,0,0,0,0,0,0,0,16600,1700,1180,0,1321,0,0,0,0,151,6655,9660,0,0,0,1342,0,0,0,0
20170706,140,2670,86,154,1002,1392,784,0,10790,0,0,6626,0,5693,0,264,1660,1626,1890,0,0,4340,32370,21580,10200,21540,0,0,0,2160,21040,6870,320,0,15940,4270,0,0,36760,32370,0,0,0,0,3180,0,0,0,1226,0,7610,7770,9150,2520,700,160,0,12150,0,0,80,14805,43160,16,80,0,2130,0,0,0,0,4270,10540,13000,21580,4800,5476,0,1014,14580,10470,0,0,21580,136,1298,0,0,0,12275,0,12940,0,0,21580,2410,1010,1470,4770,1370,0,1570,0,10770,10190,10180,0,0,0,0,0,0,81,1444,0,1546,1344,576,0,0,9570,279,320,10770,7460,1702,5980,2,0,38,0,0,0,0,18511,2,0,340,0,0,17690,15360,12375,11826,10440,0,0,0,53950,950,0,0,8008,0,1476,7325,4088,0,0,21580,9120,21540,0,6782,0,0,2760,0,980,0,0,0,0,0,0,0,0,17060,410,888,0,1497,0,0,0,0,0,7530,10510,0,0,0,1040,0,0,0,0
20170707,161,3275,92,560,1280,1544,794,0,10080,0,0,7992,0,4367,0,290,1462,1168,2145,0,0,5210,30720,20480,9710,20480,0,0,0,370,20480,6040,1160,0,15980,5370,0,0,34120,30720,0,0,0,0,4550,0,0,0,1172,0,7860,9070,9270,4660,365,580,0,10898,0,0,0,12885,40960,20,60,0,3260,0,0,0,0,3965,9260,11006,20480,3760,5328,0,1080,15220,9750,0,430,20480,88,1198,0,0,0,10403,0,14080,0,0,20480,1550,854,1450,5450,1450,0,1510,0,9960,9380,9180,0,0,0,0,0,0,0,1280,0,1774,1652,520,0,0,9300,298,336,9990,7760,1452,7620,227,0,61,0,0,140,0,18840,140,0,790,2460,2150,17540,17480,13365,10795,9800,0,0,0,51200,602,0,0,7450,0,1300,6514,3487,7270,956,20480,10080,20480,0,6024,0,0,3145,60,894,0,0,0,0,0,0,0,0,16700,1760,820,0,1327,0,0,0,0,0,6691,10240,0,0,0,956,0,0,0,0
20170710,12,2935,15,416,938,1196,918,0,5105,0,0,7189,0,0,0,158,1358,1398,760,0,0,4990,21120,20930,10250,15930,0,0,0,985,15930,3435,1800,0,10800,2925,0,0,27600,21240,0,1466,0,0,2420,0,0,0,1254,0,3350,4470,9510,2865,1585,820,20990,12094,0,0,180,13245,37170,38,1360,0,3660,0,0,0,0,4330,10370,13477,20990,10560,9809,0,920,16720,12105,0,1220,1444,152,263,0,0,0,17465,0,14740,0,0,21120,1120,2460,1680,2175,775,0,1626,0,10620,10270,10120,400,0,0,0,0,11941,0,1494,0,0,0,574,0,0,10060,160,141,10620,7500,1498,6880,188,86,228,0,0,112,0,16920,115,0,2330,2930,4030,18920,18240,8090,11910,10620,0,0,0,41980,646,0,0,8529,0,2818,7054,4204,9530,734,20990,9690,21120,0,6473,0,0,3740,0,1040,0,0,0,0,0,0,0,0,4205,254,340,0,0,0,0,2022,0,0,7316,10370,0,2360,0,990,0,0,0,0
20170711,12,2990,6,518,906,1586,704,0,5205,0,0,8486,0,4623,0,184,1124,1068,3480,0,0,5420,21720,21340,10660,15900,0,0,0,950,15840,3165,1360,0,13665,2845,0,0,27210,21220,0,1662,0,0,2310,0,0,0,1012,0,4005,5275,10310,2280,1120,497,21440,13132,0,0,0,13245,37800,116,410,0,830,0,0,0,0,4640,10820,14108,21440,8620,10373,0,1072,14480,12315,0,1580,1533,232,234,0,0,0,16630,0,13000,0,0,21720,1535,2260,1470,2610,1560,20180,1620,0,10530,10410,9950,172,0,0,0,0,12622,20990,1462,0,64,1094,366,0,0,10200,339,278,10600,5480,1758,4320,366,80,348,0,0,120,0,20680,118,0,780,3260,5050,20860,19520,8870,12532,10660,0,0,0,42880,594,0,0,8718,0,2872,7377,4332,8980,860,21400,10600,21600,0,6743,0,0,2405,85,778,0,0,0,0,0,0,0,0,3900,180,380,0,0,0,74,2026,0,0,7770,10310,0,1360,0,990,0,0,0,0
20170712,28,3700,73,544,964,1586,736,0,5215,0,0,8181,0,6772,0,226,1448,1144,5350,0,0,6790,21780,21450,10460,16335,0,0,0,1290,15660,3585,2820,0,13560,3165,0,0,30150,21780,0,1532,0,0,4690,0,0,0,1312,0,3940,5325,10440,3635,1405,0,21400,12719,0,0,600,14250,38115,154,980,0,2490,0,0,0,0,4700,10710,13679,21400,9980,11236,0,1058,16120,13320,0,1320,1580,196,420,0,0,0,16430,0,13520,0,0,21780,1735,2670,240,2985,990,20320,1700,0,10710,10340,9430,108,0,0,0,0,11231,21400,1594,0,987,1548,470,0,0,10360,222,198,10890,8670,1758,6800,262,138,528,0,0,180,0,17200,176,0,1240,5990,3601,20880,19480,9470,11880,10750,0,0,0,42800,988,0,0,8400,0,2828,7138,4407,9360,1268,21400,10460,21780,0,6457,0,0,3770,0,922,0,0,0,0,0,0,0,0,4470,280,452,0,0,0,180,1970,0,0,7425,10610,0,2820,0,1540,0,0,0,0
20170713,4,3095,8,260,1168,1700,586,0,5320,0,0,7735,0,5499,0,176,1412,1214,2850,0,0,5040,21720,21440,10390,16290,0,0,0,1185,16290,3730,1380,0,13530,2805,0,0,27780,21680,0,1508,0,0,2840,0,0,0,1454,0,3830,5320,10680,2620,490,0,20440,13698,0,0,40,15105,37660,32,160,0,1270,0,0,0,0,4425,10450,14421,21460,8960,11695,0,716,16500,11370,0,160,1545,140,243,0,0,0,17325,0,13080,0,0,21680,2355,1940,1050,2525,900,21020,1854,0,10690,10280,10510,0,0,0,0,0,12228,21460,1492,0,0,1472,356,0,0,10510,160,136,10690,7480,2024,4720,205,74,104,0,0,108,0,20980,114,0,1520,4630,0,20100,20960,9150,12690,10470,0,0,0,42980,952,0,0,9121,0,2986,7654,4489,9270,712,21440,10460,21680,0,6943,0,0,2970,175,1056,0,0,0,0,0,0,0,0,4950,82,424,0,0,0,314,2058,0,0,7879,10860,0,520,0,1302,0,0,0,0
20170714,26,2980,24,370,1042,1494,746,0,5140,0,0,8605,0,7099,0,124,1196,1470,3810,0,0,4060,20860,20800,9590,15765,0,0,0,1365,14385,3545,1360,0,13920,2715,0,0,26370,20860,0,1786,0,0,1270,0,0,0,1242,0,3940,5080,9900,2875,865,0,20880,12769,0,0,0,12900,36785,34,130,0,1580,0,0,0,0,4350,9830,12259,20840,5940,11367,0,994,15040,11805,0,0,1507,248,425,0,0,0,14110,0,11060,0,0,21020,1960,2245,1920,3030,685,20860,1618,0,10430,9690,10050,76,0,0,0,0,11239,20780,1436,0,0,1864,432,0,0,10120,202,185,10130,9110,1904,6260,246,119,320,0,0,146,0,18680,143,0,910,4620,0,19800,18560,8160,12365,10100,0,0,0,41440,644,0,0,8529,0,2802,7086,3869,8570,0,20720,10280,21020,0,6545,0,0,4230,0,888,0,0,0,0,0,0,0,0,3805,222,448,0,0,0,179,1988,0,0,7545,10280,0,1240,0,1122,0,0,0,0
20170717,162,3140,0,280,1142,1452,864,0,5330,0,0,6035,142,6265,0,114,1538,1458,820,0,0,5650,21320,21070,9670,15675,0,0,0,700,14910,3645,940,0,10140,2140,0,0,18580,21320,0,1444,0,0,2320,0,0,0,1088,0,3230,4395,9440,2475,1470,0,21070,2915,0,0,120,12780,31980,38,1050,0,2930,0,0,0,0,4605,10660,13337,21070,9300,7524,0,1436,16380,12270,0,300,646,148,20,0,0,0,17105,0,9800,0,1160,21320,1515,2320,1980,2490,390,5330,1726,0,10660,9770,9460,88,0,0,0,0,2842,21070,1520,0,0,1574,608,0,0,10060,21,31,10660,7650,1798,6520,21,21,280,0,0,46,0,20140,31,0,100,3140,0,19000,17460,9470,12178,10450,0,0,0,42140,968,0,0,8479,0,1417,11011,3922,8860,0,21010,9470,21320,0,9842,0,0,3285,165,1058,0,31,0,0,0,0,0,0,4115,144,328,0,1066,0,150,1834,31,0,7372,10310,0,2190,0,1188,0,0,0,0
20170718,360,2415,0,344,906,1024,908,0,5310,0,0,6674,46,5028,0,184,1264,1510,2780,0,0,4100,21240,20960,9570,15840,0,0,0,1435,14640,3900,1300,0,13920,2440,0,0,17140,21240,0,1304,0,0,2870,0,0,0,1020,0,3895,5280,9920,2080,1845,0,20970,2890,0,0,0,14535,31860,34,750,0,3620,0,0,0,0,4240,10260,13112,20900,4980,7527,0,650,15400,11055,0,340,652,236,58,0,0,0,16505,0,11420,0,120,21240,1385,2610,2680,1995,1330,5115,1536,0,9860,10330,9200,0,0,0,0,0,2684,20970,1330,0,1586,1470,264,0,0,9650,58,75,10620,7380,1840,3360,58,58,580,0,0,43,0,16000,75,0,420,2610,0,19840,17900,7650,11828,9670,0,0,0,41920,650,0,0,8118,0,1373,10725,3995,8240,0,20910,10030,21120,0,9704,0,0,2835,85,1126,0,75,0,0,0,0,0,0,3845,66,380,0,1062,0,170,1768,33,0,7443,10260,0,0,0,1084,0,0,0,0
20170719,226,2515,0,624,1012,1466,730,0,5105,0,0,6872,110,6263,0,406,1432,1288,3220,0,0,6050,20960,20590,9010,15720,0,0,0,800,15555,2970,1534,0,11640,2290,0,0,20420,20960,0,1290,0,0,4570,0,0,0,978,0,3850,5030,9680,2485,625,0,20570,2554,0,0,0,12660,31440,50,250,0,560,0,0,0,0,4240,9990,11483,20640,11280,8224,0,782,17360,12465,0,1260,759,296,36,0,0,0,13195,0,13340,0,220,20960,1625,2460,1550,3250,305,5105,1678,0,9990,9780,9600,0,0,0,0,0,2569,20570,1400,0,1672,1620,316,0,0,10170,39,53,10480,7520,1746,3980,39,39,830,0,0,78,0,18640,53,0,1940,3710,0,17900,16740,9010,11213,9990,0,0,0,41200,698,0,0,7559,0,1323,10182,4011,7935,0,20570,9950,20960,0,9088,0,0,3425,245,1378,0,53,0,0,0,0,0,0,4205,386,452,0,1048,0,179,1934,53,0,7111,9410,0,0,0,1400,0,0,0,0
20170720,172,2340,0,212,1232,1378,532,0,5485,0,0,6773,0,4884,0,88,1236,1226,3780,0,0,4780,21940,21660,9220,16455,0,0,0,775,16425,3235,0,0,11655,3060,0,0,18140,21900,0,1378,0,0,2230,0,0,0,1110,0,3575,4775,10970,2945,755,0,20950,2984,0,0,0,14295,32850,48,0,0,2160,0,0,0,0,4575,10360,13836,21680,4260,8125,0,950,14800,11205,0,0,656,168,13,0,0,0,17600,0,13120,0,30,21940,1805,1900,1790,2550,560,5190,1812,0,10950,10360,9970,0,0,0,0,0,2793,21680,1402,0,1148,1454,394,0,0,9660,12,28,10970,6950,1722,5020,12,12,130,0,0,38,0,16760,28,0,1860,3180,0,19740,17920,7590,12449,10360,0,0,0,43460,538,0,0,8508,0,1572,11914,4100,5930,0,21660,10660,21940,0,10629,0,0,2965,80,646,0,28,0,0,0,0,0,0,3860,196,400,0,1097,0,178,1842,28,0,8071,10970,0,0,0,1014,0,0,0,0
20170721,196,2285,0,396,1070,1550,878,0,5030,0,0,6904,48,6231,0,180,1112,1238,1910,0,0,4210,20720,20500,9790,15540,0,0,0,1095,15540,2745,0,0,12315,2585,0,0,15660,20720,0,1476,0,0,2420,0,0,0,1046,0,3330,4820,8990,2700,1130,0,19440,2599,0,0,0,11970,31080,36,470,0,1770,0,0,0,0,4220,9840,10872,20410,4780,8071,0,948,14920,10710,0,220,654,240,28,0,0,0,14255,0,10280,0,260,20720,1390,1270,1990,2950,65,5040,1540,0,9660,9470,9090,118,0,0,0,0,2565,20480,1240,0,1562,1636,216,0,0,9690,37,44,10090,7380,1480,4720,37,37,380,0,0,68,0,19020,44,0,370,4310,0,17840,15060,7310,11188,9490,0,0,0,40960,570,0,0,7506,0,1344,10309,3658,8700,0,20520,9920,20720,0,9073,0,0,2645,275,902,0,44,0,0,0,0,0,0,3685,322,432,0,1036,0,177,1660,44,0,7087,10090,0,0,0,918,0,0,0,0
20170724,208,3605,208,630,972,1356,750,0,5140,0,0,7159,144,5713,0,888,1204,1483,2650,0,0,5800,31650,20465,9890,15825,0,0,0,2195,15825,3950,580,0,12105,3365,0,0,35840,31650,0,1606,0,0,3040,0,0,0,1368,0,3740,20000,10030,2620,1315,0,20350,2783,0,0,620,12600,42200,50,1830,0,1670,0,0,0,0,4395,10260,12821,20802,11000,6960,18,1038,16920,8330,18,180,0,224,1257,0,0,0,16415,0,15680,0,0,31650,910,1595,2610,2755,825,5275,1798,0,10550,10280,9960,216,0,0,0,0,2695,20802,1620,0,1344,1718,384,0,0,9990,86,6,10550,8070,1630,7620,46,0,672,0,0,12,0,19740,57,0,310,2420,0,17600,19360,9000,11609,8117,0,0,0,31220,644,4515,0,8188,0,0,10688,1356,9020,0,20850,10280,21100,0,9631,0,0,3375,0,1064,0,40,0,112,0,0,0,0,4105,574,332,0,0,0,151,1846,12,8060,7191,10550,0,0,0,1104,0,0,0,0
