日期,钻石(细支荷花),钻石(软绿),钻石(荷花),中南海(硬酷爽风尚),中南海(特高),中南海(软蓝色时光),中南海(软精品),中南海(京韵细支烤烟),中南海(金8mg),中南海(典8),中南海(5mg细支),中华(硬),中华(双中支),中华(软),中华(金中支),真龙(美人香草),真龙(凌云),真龙(锦绣),长城(醇雅奶香),长城(醇雅薄荷),长白山(迎春中支),长白山(神韵),长白山(软红),长白山(红),长白山(777),云烟(紫),云烟(小熊猫家园),云烟(细支珍品),云烟(细支大重九),云烟(神秘花园),云烟(软紫),云烟(软珍品),云烟(软大重九),玉溪(中支和谐),玉溪(硬),玉溪(细支清香世家),玉溪(细支初心),玉溪(细支阿诗玛),玉溪(软红人民大会堂),玉溪(软),玉溪(高配版),玉溪(初心),玉溪(108),王冠(原味9号塑嘴十支),王冠(原味1号),王冠(塑2支全叶卷),王冠(梅兰竹菊),万宝路(软红2.0),万宝路(软红),土楼(1575),泰山(心悦),泰山(宏图),泰山(红将军),苏烟(五星红杉树),苏烟(软金砂),苏烟(沉香),双喜(软国际),石狮(平安),三沙(细支),人民大会堂(缘香),人民大会堂(御廷兰香),人民大会堂(硬红细支),人民大会堂(硬红),人民大会堂(太和),人民大会堂(兰香细支),人民大会堂(红玫瑰细支),人民大会堂(古瓷细支),人民大会堂(古瓷8mg),人民大会堂(大生产振兴),七匹狼(金砖中支),七匹狼(金砖时代),七匹狼(金砂),七匹狼(金),七匹狼(豪情),七匹狼(白),南京(雨花石),南京(炫赫门),南京(细支九五),南京(十二钗中式混合型),南京(十二钗烤烟),南京(十二钗薄荷),南京(软九五),南京(九五),南京(红),牡丹(软蓝),牡丹(软),牡丹(金细支),牡丹(金短支),庐山(精品),庐山(黄精品),龙烟(呈祥),利群(长嘴),利群(夜西湖),利群(休闲),利群(新版),利群(西子阳光),利群(西湖恋),利群(软长嘴),利群(软蓝),利群(江南忆),兰州(硬精品),金圣(硬滕王阁),金圣(滕王阁紫光),金桥(软混),娇子(时代阳光),娇子(X),将军(战神),建牌(薄荷中空4),黄山(中国画细支),黄山(硬记忆),黄山(印象一品),黄山(新一品),黄山(软一品),黄山(记忆),黄山(徽商新概念细支),黄山(红方印细支),黄山(大壹品),黄山(大红方印),黄金叶(炫尚),黄金叶(小目标),黄金叶(喜满堂),黄金叶(天叶),黄金叶(天香细支),黄金叶(金满堂),黄金叶(爱尚),黄鹤楼(硬银紫),黄鹤楼(硬雅韵),黄鹤楼(硬峡谷柔情),黄鹤楼(硬峡谷情细支),黄鹤楼(硬峡谷情),黄鹤楼(硬天下胜景),黄鹤楼(硬奇景),黄鹤楼(硬平安),黄鹤楼(硬南洋叁号),黄鹤楼(硬金砂),黄鹤楼(硬1916),黄鹤楼(雪之景9号),黄鹤楼(雪之景5号),黄鹤楼(雪之景3号),黄鹤楼(雪之景2号),黄鹤楼(天下名楼),黄鹤楼(软蓝),黄鹤楼(软鸿运),黄果树(长征),红塔山(硬经典100),红塔山(硬传奇),红塔山(新时代),红塔山(细支传奇),红塔山(软经典),红双喜(硬上海),红双喜(软),红双喜(南洋经典),红旗渠(雪茄),红旗渠(芒果),红梅(软顺),红梅(软黄),红金龙(硬蓝爱你),红金龙(硬爱你爆珠),红金龙(硬爱你),红河(硬),红河(小熊猫世纪风),红河(软88),好猫(金丝猴),哈德门(精品),哈德门(金典),贵烟(硬小国酒香),贵烟(新贵),贵烟(小国酒香),贵烟(跨越),贵烟(金百合),贵烟(国酒香30),贵烟(萃),芙蓉王(硬细支),芙蓉王(硬闪带细支),芙蓉王(硬领航),芙蓉王(硬蓝新版),芙蓉王(硬蓝细支),芙蓉王(硬),芙蓉王(蓝),凤凰(细支),钓鱼台(中支),大前门(硬),大前门(软),大前门(短支),白沙(硬新精品二代),白沙(硬细支和天下),白沙(硬天天向上细支),白沙(软),白沙(绿和),白沙(精品二代),白沙(和天下),爱喜(幻变),555金　锐,555(星空细支),555(冰炫),云烟(细支云龙),雄狮(硬),七匹狼(蓝),黄果树(软),云烟(红),黄果树(长征红星照耀),庐山(硬),白沙(硬),红金龙(硬晓楼银),黄山(硬一品),红旗渠(软红),钻石(细支尚风),七匹狼(纯境),黄山(中国松),红塔山(硬欣经典),双喜(花悦),万宝路(硬冰爵),黄金叶(软大金圆),利群(软红长嘴),黄山(大黄山),七匹狼(16支纯香),贵烟(多彩),贵烟(甜乡洞藏),都宝(纯正9号),黄鹤楼(硬嘉禧缘),泰山(望岳),金圣(庐山),人民大会堂(红星),兰州(16支吉祥),泰山(青秀),都宝(新),红金龙(硬虹之彩),黄金叶(黄金眼),黄鹤楼(硬万年红),红双喜(6mg),黄金叶(鸿运),钻石(时尚),黄山(小红方印),黄金叶(百年浓香),黄鹤楼(硬珍品),芙蓉王(软蓝),红塔山(传奇),黄鹤楼(硬雪之景),黄鹤楼(软雪之景),七匹狼(君如意),王冠(塑10支),红金龙(晓楼),双喜(邮喜),兰州(桥),爱喜(薄荷),玉溪(软尚善),人民大会堂(国典1959),玉溪(人民大会堂本香),建牌(HD银4),王冠(原味9号),利群(硬),黄鹤楼(硬满天星),娇子(宽窄如意),娇子(宽窄自在),龙凤呈祥(花开富贵),泰山(红将二代),玉溪(中支阿诗玛)
20170424,0,43,0,8,35,93,15,0,686,0,0,164,0,510,0,122,99,219,12,0,0,48,3269,4532,633,540,0,0,0,41,406,105,4,0,137,122,0,0,355,1940,0,141,0,0,6,0,0,0,32,0,289,113,416,21,17,0,725,1083,0,8,5,274,2074,0,34,0,12,0,0,0,0,164,661,932,1673,334,4429,3,0,607,186,3,6,1225,20,128,0,0,0,583,0,74,0,27,3191,41,41,31,27,9,658,174,0,407,369,392,7,0,0,0,0,1549,1338,94,0,95,139,15,0,0,362,0,77,690,128,151,195,1,10,75,0,0,14,44,232,40,0,34,56,42,523,408,228,3290,615,0,0,44,3918,5,97,0,856,0,6234,5126,207,92,0,900,309,901,0,7510,0,0,68,10,119,0,28,0,0,0,0,0,0,213,13,85,0,518,0,143,0,38,115,1780,605,263,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170425,0,45,0,8,23,96,16,0,1023,0,0,148,0,442,0,96,91,197,11,0,0,50,4492,6051,572,715,0,0,0,14,487,94,20,0,236,81,0,0,408,1970,0,123,0,0,11,0,0,0,36,0,514,91,412,45,7,0,935,1095,0,5,0,324,2091,0,22,0,14,0,0,0,0,146,692,1174,2281,122,4526,0,49,403,190,0,3,1822,15,96,0,0,0,550,0,116,0,23,3530,47,51,80,106,34,772,206,0,501,355,380,3,0,0,0,0,1846,1679,64,0,77,134,13,0,0,376,0,68,699,102,174,182,2,18,85,0,0,13,62,425,37,0,67,107,31,596,426,230,3439,707,0,0,57,5144,3,112,0,867,0,6878,5980,231,128,0,1444,518,1161,0,8042,0,0,70,0,148,0,24,0,0,0,0,0,0,208,14,116,0,408,0,174,0,43,95,1863,733,284,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170426,115,60,99,1,22,63,20,0,713,0,0,126,0,461,0,68,32,204,18,0,0,35,2727,3761,438,461,0,0,0,19,382,66,18,0,113,96,0,0,276,1427,0,116,0,0,23,0,0,0,44,0,389,84,291,14,5,0,643,1134,0,3,0,276,1814,6,42,0,10,0,0,0,0,148,408,987,1487,0,4306,2,110,334,158,2,0,1891,24,121,0,0,0,398,0,93,0,0,2690,20,89,52,86,4,469,169,0,432,229,290,4,0,0,0,0,1567,1104,68,0,63,88,9,0,0,351,0,73,576,85,136,345,0,10,82,0,0,14,74,333,33,0,80,37,45,464,656,206,2855,485,0,0,39,4154,14,120,0,829,0,6212,5026,186,94,0,1022,380,714,0,7323,0,0,36,10,88,0,22,0,0,0,0,0,0,144,3,82,0,494,0,131,0,31,82,1847,463,236,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170427,169,28,209,6,26,70,15,0,680,0,0,140,0,207,0,64,54,241,13,0,0,36,5059,6930,450,335,0,0,0,24,352,64,61,0,128,75,0,0,370,1496,0,127,0,0,15,0,0,0,25,0,512,103,415,17,10,0,839,1288,0,0,0,230,1771,0,0,0,9,0,0,0,0,192,539,1052,1329,0,4165,0,52,365,120,0,1,1057,30,84,0,0,0,582,0,47,0,0,2509,38,48,31,34,2,587,208,0,546,314,355,0,0,0,0,0,1769,1260,50,0,38,98,14,0,0,366,0,71,568,105,144,176,1,7,68,0,0,9,84,243,32,0,19,0,27,420,349,210,3583,436,0,0,36,4036,9,80,0,892,0,6330,5227,185,76,0,966,277,795,0,7064,0,0,55,0,117,0,17,0,0,0,0,0,0,138,2,80,0,391,0,139,0,26,75,2038,533,252,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170428,226,35,212,4,33,48,18,0,706,0,0,127,0,537,0,58,65,172,14,0,0,58,3618,5194,400,320,0,0,0,5,304,69,101,0,127,89,0,0,252,1003,0,119,0,0,15,0,0,0,26,0,361,82,280,48,4,0,734,1082,0,3,5,170,1721,3,0,0,1,0,0,0,0,160,549,861,1337,0,3711,1,72,447,124,1,0,1237,31,105,0,0,0,382,0,130,0,0,2439,39,43,115,85,31,572,155,0,546,305,290,0,0,0,0,0,1392,1128,76,0,54,106,20,0,0,275,0,74,504,69,145,321,3,9,73,0,0,26,41,174,44,0,0,0,49,490,383,169,2914,435,0,0,61,3725,2,54,0,859,0,5313,4758,133,65,0,974,362,767,0,6121,0,0,32,12,91,0,22,0,0,0,0,0,0,133,8,67,0,456,0,110,0,29,79,1696,534,293,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170502,237,54,220,11,40,103,19,0,709,0,0,142,0,59,0,41,48,160,25,0,0,38,2350,3490,557,562,0,0,0,20,397,65,75,0,203,83,0,0,243,1506,0,102,0,0,25,0,0,0,24,0,108,97,400,16,16,0,772,1105,0,0,0,207,1596,0,0,0,15,0,0,0,0,133,690,994,1824,0,1199,0,40,333,166,0,4,1714,11,5,0,0,0,473,0,86,0,0,3506,11,28,42,90,5,712,144,0,546,331,345,0,0,0,0,0,1185,1542,68,0,86,110,10,0,0,371,33,75,514,115,193,129,0,4,16,0,0,6,37,212,17,0,0,0,2,352,276,150,2166,624,0,0,69,4159,21,88,0,785,0,0,1743,6612,127,0,1390,361,870,0,2053,0,0,65,2,117,0,2,0,0,0,0,0,0,165,5,86,0,0,523,125,0,8,116,1543,557,255,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170503,273,50,297,10,25,114,30,0,682,0,0,160,0,90,0,51,53,208,21,0,0,81,2406,3606,666,555,0,0,0,13,367,82,50,0,159,103,0,0,225,1454,0,94,0,0,26,0,0,0,43,0,114,100,360,48,4,0,794,1231,0,2,4,199,1605,3,1,0,11,0,0,0,0,187,664,1110,1639,0,1306,0,78,561,218,0,1,1768,25,8,0,0,0,553,0,131,0,0,2678,67,42,64,93,36,751,166,0,671,353,430,2,0,0,0,0,1332,1459,84,0,91,103,19,0,0,364,38,82,616,121,187,217,0,2,19,0,0,7,57,270,18,0,0,0,4,431,398,225,2412,607,0,0,81,4735,41,126,0,885,0,0,1774,7164,119,0,1161,413,1032,0,2076,0,0,59,6,90,0,0,0,0,0,0,0,0,202,21,73,0,0,604,140,0,10,141,1635,601,255,60,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170504,154,61,218,2,45,79,27,0,885,0,0,110,0,42,0,52,43,196,14,0,0,34,2587,4094,602,509,0,0,0,21,471,112,52,0,150,64,0,0,195,1831,0,106,0,0,29,0,0,0,38,0,84,140,628,16,21,0,1038,1418,0,1,2,226,1607,0,2,0,6,0,0,0,0,218,754,1269,1759,0,1041,0,53,334,131,5,0,1212,16,2,0,0,0,781,0,57,0,0,2658,24,20,28,63,3,906,199,0,599,470,491,0,0,0,0,0,1666,1827,90,0,69,113,8,0,0,426,14,41,711,76,201,56,0,2,5,0,0,2,7,212,13,0,0,0,0,362,357,182,2630,695,0,0,61,4558,43,156,0,989,0,0,2035,6400,111,0,1327,413,988,0,2342,0,0,65,0,101,0,0,0,0,0,0,0,0,205,12,73,0,0,403,139,0,2,118,1774,739,322,45,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170505,228,46,218,9,41,76,22,0,907,0,0,184,0,76,0,80,64,202,23,0,0,78,2509,3865,719,516,0,0,0,20,405,91,100,0,260,61,0,0,197,1493,0,134,0,0,35,0,0,0,59,0,107,107,404,31,3,0,992,1560,0,2,0,207,2083,3,5,0,8,0,0,0,0,236,687,1178,1773,0,936,0,33,531,217,5,0,1655,30,7,0,0,0,826,0,229,0,20,3233,172,65,180,127,75,839,216,0,576,373,443,1,0,0,0,0,1476,1474,115,0,77,116,14,0,0,405,36,100,645,124,201,40,0,4,17,0,0,7,0,196,29,0,0,0,3,411,374,186,2978,683,0,0,35,4712,45,132,0,1139,0,0,2132,6563,138,0,1495,463,1057,0,2460,0,0,61,8,97,0,2,0,0,0,0,0,0,156,5,75,0,0,669,128,0,11,110,1775,788,315,130,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170508,77,92,90,13,51,168,50,0,1032,0,0,523,0,358,0,88,79,222,25,0,0,88,3101,4752,1102,858,0,0,0,27,668,160,43,0,262,180,0,0,437,2241,0,123,0,0,20,0,0,0,73,0,137,210,599,57,14,0,1193,1599,0,4,4,442,2698,2,29,0,188,0,0,0,0,295,983,1616,2605,0,0,0,116,774,325,25,8,2081,20,0,0,0,0,871,0,167,0,75,4047,140,73,117,130,37,957,247,0,660,499,691,2,0,0,0,0,1833,1725,184,0,126,188,11,0,0,587,35,0,971,221,464,0,0,99,0,0,0,59,0,343,0,0,0,0,0,772,478,312,3145,860,0,0,99,5424,53,133,0,1216,0,0,2185,5101,277,0,1355,605,1452,0,2590,0,0,91,6,115,0,0,0,0,0,0,0,0,324,20,77,0,0,304,162,0,16,284,1994,939,405,100,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170509,92,51,89,15,37,113,20,0,864,0,0,881,0,552,0,42,46,108,21,0,0,24,2093,3633,666,624,0,0,0,19,410,77,27,0,230,168,0,0,253,1555,0,104,0,0,24,0,0,0,41,0,118,108,423,37,9,8,838,1664,0,4,5,231,2171,4,3,0,138,0,0,0,0,152,645,1556,1950,163,0,0,48,594,231,0,5,1820,9,0,0,0,0,713,0,76,0,5,3468,39,59,63,79,36,772,165,0,500,369,370,0,0,0,0,0,1751,1294,94,0,113,115,13,0,0,402,49,72,629,111,300,0,101,96,34,0,0,110,25,252,52,0,0,0,0,502,250,212,3182,683,0,0,44,4653,11,142,0,1228,0,0,2333,5688,161,0,1396,388,1053,0,2637,0,0,58,0,91,0,0,0,0,0,0,0,0,175,13,72,0,0,376,137,0,21,128,2017,635,280,72,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170510,124,53,106,11,34,103,20,0,811,0,0,962,0,536,0,75,49,121,27,0,0,66,1954,3447,629,577,0,0,0,13,453,96,8,0,161,198,0,0,284,2113,0,119,0,0,35,0,0,0,66,0,90,102,379,38,16,7,897,1300,0,5,5,225,1770,15,11,0,112,0,0,0,0,188,618,1477,1655,371,0,5,35,621,161,5,10,2036,34,0,0,0,0,728,0,124,0,0,3172,100,73,68,65,38,661,156,0,596,342,426,0,0,0,0,0,504,1406,77,0,85,150,10,0,0,348,65,98,669,154,291,0,196,152,59,0,0,96,65,232,82,0,34,70,24,454,345,167,2957,652,0,0,96,4618,27,90,0,1147,0,0,2138,5916,149,0,1037,392,1038,0,2448,0,0,62,6,114,0,16,0,0,0,0,0,0,209,11,87,0,0,459,168,0,23,126,1847,594,262,30,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170511,60,41,86,2,38,68,15,0,702,0,0,402,0,225,0,37,51,133,0,0,0,36,2109,3565,646,471,0,0,0,16,482,73,16,0,106,109,0,0,232,1339,0,112,0,0,26,0,0,0,32,0,63,85,423,16,3,0,953,1482,0,1,0,231,2268,0,2,0,72,0,0,0,0,201,742,1368,1405,167,3712,5,41,336,169,5,8,1006,12,0,0,0,0,760,0,66,0,0,2504,59,25,49,43,6,729,162,0,557,390,409,1,0,0,0,0,0,1695,68,0,73,91,10,0,0,390,27,55,609,92,343,0,78,68,13,0,0,43,54,205,48,0,37,65,27,396,356,193,3289,621,0,0,53,4414,16,87,0,1091,0,0,2323,5104,89,0,1205,348,905,0,2715,0,0,62,0,81,0,8,0,0,0,0,0,0,215,3,59,0,0,232,151,0,7,133,1950,648,320,52,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170512,85,42,74,5,30,72,27,0,571,0,0,1195,0,605,0,59,58,110,0,0,0,57,1809,3368,557,407,0,0,0,16,326,92,0,0,134,158,0,0,212,1349,0,120,0,0,18,0,0,0,29,0,100,94,351,37,7,2,884,1504,0,12,0,201,1652,20,15,0,0,0,0,0,0,192,599,1282,1687,390,5137,5,33,429,197,5,7,1618,19,0,0,0,0,821,0,173,0,0,3092,98,58,212,50,212,670,187,0,595,344,417,4,0,0,0,0,0,1317,101,0,61,138,23,0,0,409,58,90,579,107,233,0,162,144,54,0,0,173,84,167,103,0,36,65,27,425,280,158,2958,613,0,0,46,4164,20,91,0,1129,0,0,1766,4855,124,0,1488,448,930,0,2321,0,0,63,4,102,0,30,0,0,0,0,0,0,141,5,78,0,0,377,127,0,28,89,1765,641,313,160,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170515,21,62,8,17,30,119,23,0,770,0,0,666,0,604,0,64,151,7,0,0,0,50,2438,4239,899,599,0,0,0,13,461,127,0,0,193,188,0,0,518,2041,0,107,0,0,23,0,0,0,53,0,133,118,445,107,51,5,943,1363,0,28,0,488,2349,4,38,0,32,0,0,0,0,201,758,1218,2465,356,5065,25,70,791,334,25,3,1678,74,0,0,0,0,580,0,167,0,0,3670,153,28,94,110,67,837,155,0,580,392,520,4,0,0,0,0,0,1810,122,0,102,126,15,0,0,464,62,108,770,190,247,420,122,25,25,0,0,36,74,261,35,0,29,65,59,582,298,217,1922,737,0,0,62,5105,45,105,0,1021,0,178,2270,1571,250,0,1449,435,1115,0,2542,0,0,84,4,112,0,22,0,0,0,0,0,0,283,10,63,0,180,0,159,0,21,183,2055,713,341,92,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170516,34,65,18,24,35,122,20,0,813,0,0,895,0,553,0,35,147,0,0,0,0,36,2132,3662,722,713,0,0,0,6,487,107,0,0,229,173,0,0,406,1574,0,96,0,0,37,0,0,0,43,0,105,105,476,112,39,4,754,1155,0,0,0,266,2312,4,3,0,22,0,0,0,0,179,748,1115,2072,158,5642,0,69,522,267,0,3,1757,43,0,0,0,0,566,0,71,0,0,3494,89,41,38,46,22,740,165,0,578,308,425,0,0,0,0,0,0,1769,79,0,100,118,7,0,0,340,72,120,599,142,243,465,144,29,35,0,0,46,57,263,41,0,20,35,42,548,327,226,1906,679,0,0,44,4735,16,113,0,974,0,212,2341,1759,138,0,1527,432,1033,0,2764,0,0,61,0,123,0,32,0,0,0,0,0,0,167,6,51,0,219,0,139,0,31,125,2088,658,307,100,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170517,46,66,26,15,36,100,36,0,849,0,0,1071,0,732,0,43,286,86,0,0,0,69,1838,3348,656,598,0,0,0,22,330,89,0,0,134,214,0,0,443,1711,0,115,0,0,21,0,0,0,64,0,128,92,450,110,30,20,1176,1075,0,6,3,415,1785,6,59,0,20,0,0,0,0,164,648,1010,1486,288,5904,5,54,551,207,5,8,1956,96,513,0,0,0,578,0,145,0,0,2837,113,62,76,38,1,732,115,0,643,361,400,0,0,0,0,0,0,1428,79,0,106,104,21,0,0,354,90,153,621,180,223,1229,196,51,105,0,0,43,39,260,49,0,37,0,49,512,333,167,1746,644,0,0,69,4888,30,112,0,844,0,272,2087,1767,178,0,1135,409,972,0,2442,0,0,57,4,121,0,41,0,0,0,0,0,0,197,6,78,0,274,0,172,0,40,173,1882,636,244,65,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170518,10,57,4,5,42,66,24,0,759,0,0,393,0,198,0,35,332,111,0,0,0,33,2035,3782,655,493,0,0,0,16,455,85,0,0,121,96,0,0,351,1695,0,69,0,0,17,0,0,0,33,0,85,177,564,60,20,0,1067,1334,0,1,0,243,1812,0,0,0,21,0,0,0,0,215,690,1231,1577,99,4957,5,28,439,130,5,2,1213,47,820,0,0,0,655,0,69,0,0,2852,66,29,1,42,0,770,142,0,528,412,382,3,0,0,0,0,0,1826,99,0,60,127,11,0,0,438,60,85,588,110,244,332,103,12,15,0,0,26,51,217,34,0,19,0,40,415,300,175,2027,641,0,0,41,4522,26,83,0,987,0,142,2428,1626,129,0,1194,407,958,0,2744,0,0,54,0,119,0,10,0,0,0,0,0,0,209,0,43,0,146,0,154,0,10,140,2122,747,351,50,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170519,44,49,25,6,32,91,21,0,927,0,0,1607,0,1188,0,56,234,121,0,0,0,53,1981,3570,646,501,0,0,0,7,396,77,0,0,151,154,0,0,333,1481,0,107,0,0,24,0,0,0,25,0,102,107,432,151,26,0,902,1185,0,14,0,323,1736,8,0,0,97,0,0,0,0,177,645,878,1756,240,5206,5,56,513,223,5,2,1654,56,1384,0,0,0,598,0,234,0,80,3351,210,92,246,36,124,770,136,0,630,346,495,0,0,0,0,0,0,1418,95,0,85,144,27,0,0,364,63,99,635,124,244,980,140,47,94,0,0,71,94,188,64,0,36,0,32,575,293,153,1940,628,0,0,60,5024,19,108,0,906,0,168,2281,1573,134,0,1461,406,1042,0,2613,0,0,40,2,105,0,37,0,0,0,0,0,0,202,3,65,0,170,0,131,0,37,130,1817,587,259,44,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170522,0,67,0,5,48,103,23,0,833,0,0,426,0,505,0,52,391,186,0,0,0,47,2090,4063,751,563,0,0,0,5,411,97,32,0,161,4,0,0,379,1827,0,83,0,0,8,0,0,0,67,0,145,127,412,110,30,0,917,1373,0,2,0,311,2561,2,11,0,22,0,0,0,0,157,678,1376,2306,189,374,25,55,603,291,25,3,1774,47,1122,0,0,0,1180,0,150,0,20,3287,163,31,137,78,70,727,125,0,455,347,417,2,0,0,0,0,0,1461,89,0,105,119,13,0,0,437,6,182,754,212,213,372,0,0,35,0,0,8,33,285,0,0,12,0,0,677,347,231,3756,642,0,0,71,4493,32,181,0,1136,0,3450,4790,171,224,0,1088,383,1087,0,6687,0,0,86,4,120,0,8,0,0,0,0,0,0,212,16,62,0,337,0,63,0,0,203,2949,665,311,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170523,2,68,0,12,37,121,24,0,1079,0,0,525,0,545,0,23,290,175,0,0,0,25,2488,4507,780,881,0,0,0,39,665,110,56,0,320,13,0,0,334,2338,0,107,0,0,18,0,0,0,41,0,146,146,559,101,22,3,1068,1557,0,4,0,363,3690,4,12,0,11,0,0,0,0,259,1067,1474,2453,79,318,0,28,521,269,0,10,2254,26,1174,0,0,0,1325,0,65,0,0,4012,86,57,70,42,42,940,175,0,817,439,488,0,0,0,0,0,0,2099,88,0,101,177,5,0,0,538,11,182,874,198,222,467,2,6,37,0,0,10,49,340,48,0,16,0,0,693,399,276,4013,843,0,0,57,5854,18,119,0,1236,0,3523,5113,146,214,0,1602,590,1414,0,6793,0,0,103,0,98,0,22,0,0,0,0,0,0,229,5,44,0,393,0,68,0,2,134,3071,975,431,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
