日期,钻石(细支荷花),钻石(软绿),钻石(荷花),中南海(硬酷爽风尚),中南海(特高),中南海(软蓝色时光),中南海(软精品),中南海(京韵细支烤烟),中南海(金8mg),中南海(典8),中南海(5mg细支),中华(硬),中华(双中支),中华(软),中华(金中支),真龙(美人香草),真龙(凌云),真龙(锦绣),长城(醇雅奶香),长城(醇雅薄荷),长白山(迎春中支),长白山(神韵),长白山(软红),长白山(红),长白山(777),云烟(紫),云烟(小熊猫家园),云烟(细支珍品),云烟(细支大重九),云烟(神秘花园),云烟(软紫),云烟(软珍品),云烟(软大重九),玉溪(中支和谐),玉溪(硬),玉溪(细支清香世家),玉溪(细支初心),玉溪(细支阿诗玛),玉溪(软红人民大会堂),玉溪(软),玉溪(高配版),玉溪(初心),玉溪(108),王冠(原味9号塑嘴十支),王冠(原味1号),王冠(塑2支全叶卷),王冠(梅兰竹菊),万宝路(软红2.0),万宝路(软红),土楼(1575),泰山(心悦),泰山(宏图),泰山(红将军),苏烟(五星红杉树),苏烟(软金砂),苏烟(沉香),双喜(软国际),石狮(平安),三沙(细支),人民大会堂(缘香),人民大会堂(御廷兰香),人民大会堂(硬红细支),人民大会堂(硬红),人民大会堂(太和),人民大会堂(兰香细支),人民大会堂(红玫瑰细支),人民大会堂(古瓷细支),人民大会堂(古瓷8mg),人民大会堂(大生产振兴),七匹狼(金砖中支),七匹狼(金砖时代),七匹狼(金砂),七匹狼(金),七匹狼(豪情),七匹狼(白),南京(雨花石),南京(炫赫门),南京(细支九五),南京(十二钗中式混合型),南京(十二钗烤烟),南京(十二钗薄荷),南京(软九五),南京(九五),南京(红),牡丹(软蓝),牡丹(软),牡丹(金细支),牡丹(金短支),庐山(精品),庐山(黄精品),龙烟(呈祥),利群(长嘴),利群(夜西湖),利群(休闲),利群(新版),利群(西子阳光),利群(西湖恋),利群(软长嘴),利群(软蓝),利群(江南忆),兰州(硬精品),金圣(硬滕王阁),金圣(滕王阁紫光),金桥(软混),娇子(时代阳光),娇子(X),将军(战神),建牌(薄荷中空4),黄山(中国画细支),黄山(硬记忆),黄山(印象一品),黄山(新一品),黄山(软一品),黄山(记忆),黄山(徽商新概念细支),黄山(红方印细支),黄山(大壹品),黄山(大红方印),黄金叶(炫尚),黄金叶(小目标),黄金叶(喜满堂),黄金叶(天叶),黄金叶(天香细支),黄金叶(金满堂),黄金叶(爱尚),黄鹤楼(硬银紫),黄鹤楼(硬雅韵),黄鹤楼(硬峡谷柔情),黄鹤楼(硬峡谷情细支),黄鹤楼(硬峡谷情),黄鹤楼(硬天下胜景),黄鹤楼(硬奇景),黄鹤楼(硬平安),黄鹤楼(硬南洋叁号),黄鹤楼(硬金砂),黄鹤楼(硬1916),黄鹤楼(雪之景9号),黄鹤楼(雪之景5号),黄鹤楼(雪之景3号),黄鹤楼(雪之景2号),黄鹤楼(天下名楼),黄鹤楼(软蓝),黄鹤楼(软鸿运),黄果树(长征),红塔山(硬经典100),红塔山(硬传奇),红塔山(新时代),红塔山(细支传奇),红塔山(软经典),红双喜(硬上海),红双喜(软),红双喜(南洋经典),红旗渠(雪茄),红旗渠(芒果),红梅(软顺),红梅(软黄),红金龙(硬蓝爱你),红金龙(硬爱你爆珠),红金龙(硬爱你),红河(硬),红河(小熊猫世纪风),红河(软88),好猫(金丝猴),哈德门(精品),哈德门(金典),贵烟(硬小国酒香),贵烟(新贵),贵烟(小国酒香),贵烟(跨越),贵烟(金百合),贵烟(国酒香30),贵烟(萃),芙蓉王(硬细支),芙蓉王(硬闪带细支),芙蓉王(硬领航),芙蓉王(硬蓝新版),芙蓉王(硬蓝细支),芙蓉王(硬),芙蓉王(蓝),凤凰(细支),钓鱼台(中支),大前门(硬),大前门(软),大前门(短支),白沙(硬新精品二代),白沙(硬细支和天下),白沙(硬天天向上细支),白沙(软),白沙(绿和),白沙(精品二代),白沙(和天下),爱喜(幻变),555金　锐,555(星空细支),555(冰炫),云烟(细支云龙),雄狮(硬),七匹狼(蓝),黄果树(软),云烟(红),黄果树(长征红星照耀),庐山(硬),白沙(硬),红金龙(硬晓楼银),黄山(硬一品),红旗渠(软红),钻石(细支尚风),七匹狼(纯境),黄山(中国松),红塔山(硬欣经典),双喜(花悦),万宝路(硬冰爵),黄金叶(软大金圆),利群(软红长嘴),黄山(大黄山),七匹狼(16支纯香),贵烟(多彩),贵烟(甜乡洞藏),都宝(纯正9号),黄鹤楼(硬嘉禧缘),泰山(望岳),金圣(庐山),人民大会堂(红星),兰州(16支吉祥),泰山(青秀),都宝(新),红金龙(硬虹之彩),黄金叶(黄金眼),黄鹤楼(硬万年红),红双喜(6mg),黄金叶(鸿运),钻石(时尚),黄山(小红方印),黄金叶(百年浓香),黄鹤楼(硬珍品),芙蓉王(软蓝),红塔山(传奇),黄鹤楼(硬雪之景),黄鹤楼(软雪之景),七匹狼(君如意),王冠(塑10支),红金龙(晓楼),双喜(邮喜),兰州(桥),爱喜(薄荷),玉溪(软尚善),人民大会堂(国典1959),玉溪(人民大会堂本香),建牌(HD银4),王冠(原味9号),利群(硬),黄鹤楼(硬满天星),娇子(宽窄如意),娇子(宽窄自在),龙凤呈祥(花开富贵),泰山(红将二代),玉溪(中支阿诗玛)
20170101,0,172,0,14,80,139,92,0,971,0,0,984,0,797,0,0,130,0,0,0,0,110,2924,4651,1063,859,0,0,0,93,692,318,40,0,425,109,0,0,4897,4400,0,0,0,0,0,0,0,0,96,0,261,1746,662,1,0,4,0,0,0,0,7,676,5844,0,47,0,39,17,0,0,0,358,996,0,2664,523,10058,0,435,2499,171,20,18,2146,88,366,0,0,0,0,104,186,0,0,4644,106,196,88,124,48,1361,0,0,807,625,644,0,0,0,0,0,0,2479,211,0,130,198,39,166,0,591,284,247,1347,229,384,990,148,133,403,0,0,97,302,2360,282,0,0,0,0,5266,3245,1980,0,994,0,0,129,6394,14,199,0,0,0,0,0,10116,339,0,1723,614,1721,0,0,0,0,260,8,138,0,42,0,0,0,0,0,0,682,47,45,0,0,0,178,0,15,132,0,990,640,106,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170102,0,161,0,27,71,185,58,0,1503,0,0,911,0,799,0,0,147,0,0,0,0,86,2949,5071,844,1257,0,0,0,81,951,269,36,0,538,30,0,0,4330,4154,0,0,0,0,0,0,0,0,90,0,235,457,568,199,0,23,0,0,0,0,9,694,7501,0,9,0,28,27,0,0,0,318,1265,0,3599,339,9555,0,263,2199,319,0,15,2694,49,355,0,0,0,0,89,202,0,0,4904,37,154,43,139,55,0,0,0,879,518,577,0,0,0,0,0,0,2881,139,0,110,196,36,95,0,587,273,214,1317,218,391,1112,128,123,331,0,0,97,320,2212,279,0,0,0,0,4274,2810,1594,0,1010,0,0,79,7802,26,261,0,0,0,0,0,9846,464,0,2622,744,2181,0,0,0,3,238,2,134,0,31,0,0,0,0,0,0,578,25,24,0,0,0,171,0,9,129,0,982,635,88,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170103,362,200,0,17,77,157,56,0,1181,0,0,724,0,620,0,0,124,0,0,0,0,122,3067,4840,790,966,0,0,0,64,905,211,136,0,452,108,0,0,4686,3792,0,0,0,0,0,0,0,0,118,0,204,1887,645,261,135,0,0,0,0,5,7,798,6136,0,18,0,50,26,0,0,0,322,895,0,3337,296,8673,0,219,2091,375,5,14,3097,67,320,0,0,0,0,113,151,0,0,4645,44,168,38,101,73,0,0,0,733,546,629,0,0,0,0,0,0,2753,159,0,91,210,39,89,0,676,225,182,1432,244,318,1421,107,103,285,0,0,76,369,1825,286,0,0,0,0,4102,3187,1448,0,1001,0,0,141,7168,105,185,0,0,0,0,0,9079,394,0,2109,714,1778,0,0,0,12,425,10,146,0,29,0,0,0,0,0,0,502,38,21,0,0,0,139,0,8,111,0,936,720,121,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170104,374,219,0,26,116,179,81,0,1427,0,0,815,0,655,0,0,137,0,0,0,0,139,3979,7273,1012,913,0,0,0,61,1101,281,153,0,561,50,0,0,5815,4635,0,0,0,0,0,0,0,0,118,0,273,0,829,250,169,39,0,0,0,98,4,725,6075,0,14,0,30,31,0,0,0,334,1306,0,2940,496,8908,0,0,2056,355,0,25,2492,56,375,0,0,0,0,72,241,0,0,6918,62,174,39,196,47,0,0,0,1270,788,803,0,0,0,0,0,0,3311,164,0,108,272,41,73,0,673,181,148,1632,108,417,672,96,95,230,0,0,56,375,2215,200,0,0,0,0,3589,1002,2135,0,1154,0,0,101,7730,23,0,0,0,0,0,0,9529,53,0,2724,794,2127,0,0,0,0,358,4,125,0,21,0,0,0,0,0,0,627,44,27,0,0,0,159,0,5,121,0,1343,688,163,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170105,456,182,0,12,60,176,89,0,1662,0,0,809,0,712,0,0,116,0,0,0,0,165,3606,5731,894,905,0,0,0,72,776,377,191,0,485,102,0,0,4582,4367,0,0,0,0,0,0,0,0,0,0,249,1336,552,202,111,54,0,0,0,65,0,673,5744,0,20,0,31,26,0,0,0,0,923,0,3536,301,9038,0,0,2197,381,5,46,2660,57,341,0,0,0,0,0,240,0,0,6551,62,153,27,120,46,0,0,0,1063,741,877,0,0,0,0,0,0,3035,171,0,113,279,0,84,0,560,213,187,1525,0,396,1049,119,114,280,0,0,85,243,1939,326,0,0,0,0,4335,3219,1959,0,1166,0,0,120,8094,106,0,0,0,0,0,0,9399,0,0,2432,866,2177,0,0,0,13,609,9,154,0,32,0,0,0,0,0,0,720,49,29,0,0,0,0,0,12,120,0,1347,812,218,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170106,503,129,0,16,65,122,39,0,1119,0,0,995,0,300,0,0,110,0,0,0,0,94,2651,4274,756,766,0,0,0,44,575,197,23,0,375,100,0,0,1580,3340,0,0,0,0,0,0,0,0,0,0,203,811,784,257,532,0,2096,0,0,49,13,465,3754,0,25,0,21,25,0,0,0,0,980,2120,2948,558,10617,0,0,2247,506,20,81,1748,60,492,0,0,0,0,0,90,0,6,3766,55,103,27,85,47,0,0,0,821,602,545,0,0,0,0,0,0,2674,126,0,149,232,0,63,0,413,112,34,1152,0,189,706,262,188,88,0,0,364,155,953,323,0,0,0,0,2030,1491,826,3598,886,0,0,96,6001,598,0,0,1534,0,0,0,10894,0,0,1953,480,1504,0,0,0,2,321,0,37,0,26,0,0,0,0,0,0,964,24,174,0,0,0,0,0,35,435,0,1034,568,95,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170107,418,74,0,21,67,116,48,0,987,0,0,543,0,0,0,0,65,0,0,0,0,64,2459,4070,615,910,0,0,0,25,616,180,20,0,397,30,0,0,890,2923,0,0,0,0,0,0,0,0,0,0,125,587,362,138,206,20,1877,0,0,26,0,316,3331,0,26,0,14,43,0,0,0,124,892,2327,2584,420,9991,15,77,1180,207,15,12,1760,54,595,0,0,0,0,0,104,0,7,3883,8,106,10,45,35,0,0,0,589,388,393,0,0,0,0,0,0,2067,85,0,147,131,0,50,0,356,99,22,894,0,180,730,185,128,111,0,0,315,90,839,339,0,0,0,0,1791,1268,583,4015,654,0,0,67,5344,540,0,0,1605,0,0,0,10261,0,0,1766,520,1507,0,0,0,0,112,0,43,0,32,0,0,0,0,0,0,379,9,93,0,0,0,0,0,9,388,0,657,360,141,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170108,429,112,0,10,34,107,32,0,852,0,0,557,0,0,0,0,61,0,0,0,0,61,1939,3722,611,686,0,0,0,26,514,141,18,0,213,84,0,0,1264,2427,0,0,0,0,0,0,0,0,0,0,119,771,363,124,344,0,2039,0,0,102,2,297,2952,0,5,0,10,24,0,0,0,222,624,2282,1928,245,10517,18,136,940,195,20,23,1359,60,539,0,0,0,0,0,78,0,0,2852,44,120,4,48,38,927,0,0,661,394,308,0,0,0,0,0,0,1950,101,0,116,107,0,45,0,343,91,23,876,0,167,858,206,154,215,0,0,284,162,715,323,0,0,0,0,1599,1346,608,4354,715,0,0,60,4758,565,0,0,1509,0,0,0,10717,62,0,1479,450,1044,0,0,0,10,87,0,44,0,44,0,0,0,0,0,0,692,10,81,0,0,0,0,0,55,356,0,692,352,81,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170109,413,82,0,2,76,119,51,0,911,0,0,429,0,181,0,0,72,0,0,0,0,65,2162,4424,699,701,0,0,0,30,644,193,18,0,273,40,0,0,871,2610,0,0,0,0,0,0,0,0,0,0,130,1382,419,104,159,0,2498,0,0,28,6,364,3372,0,27,0,46,40,0,0,0,295,779,2391,1938,206,10864,0,250,800,156,0,7,1461,48,550,0,0,0,0,0,140,0,1,4222,50,106,20,72,33,2116,0,0,658,570,506,0,0,0,0,0,0,2051,99,0,125,167,0,75,0,408,106,25,946,0,234,487,216,160,160,0,0,356,268,1212,327,0,0,0,0,1794,3681,1134,4372,690,0,0,67,4574,474,0,0,1622,0,0,0,11853,395,0,1526,438,1240,0,0,0,0,62,0,40,0,40,0,0,0,0,0,0,728,23,108,0,0,0,0,0,54,399,0,861,446,58,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170110,404,107,0,0,63,115,63,0,1106,0,0,650,0,1019,0,0,68,0,0,0,0,55,2609,4657,737,692,0,0,0,20,532,196,19,0,436,80,0,0,1183,2819,0,0,0,0,0,0,0,0,0,0,179,1879,427,57,565,9,2585,0,0,18,0,406,4411,0,20,0,36,0,0,0,0,371,671,2222,2935,348,11162,3,191,1262,191,5,25,2127,51,646,0,0,0,0,0,101,0,0,4298,44,103,7,78,35,2395,0,0,649,536,509,0,0,0,0,0,0,2260,102,0,145,154,0,98,0,400,97,31,141,0,207,979,194,145,100,0,0,290,126,757,342,0,0,0,0,1570,1076,665,5049,791,0,0,83,6244,637,0,0,1590,0,0,0,11644,395,0,1944,595,1665,0,0,0,2,69,0,15,0,52,0,0,0,0,0,0,1376,36,113,0,0,0,0,0,72,420,0,816,467,145,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170111,523,68,0,0,34,107,76,0,0,0,0,1251,0,1000,0,0,56,0,0,0,0,111,2189,3600,556,531,0,0,0,46,331,164,114,0,278,120,0,0,1013,2893,0,0,0,0,0,0,0,0,0,0,151,117,552,54,186,18,1541,1625,0,3,16,314,2629,6,34,0,29,0,0,0,0,394,773,2022,1841,627,2297,12,197,1352,298,20,4,1134,30,425,0,0,0,1374,0,108,0,11,2842,95,117,10,72,24,2064,0,0,678,488,432,0,0,0,0,0,3547,2091,462,0,91,190,143,153,0,320,92,0,969,130,231,637,407,156,56,0,0,0,63,363,9,0,0,0,0,402,394,256,3878,703,0,0,52,3966,440,0,0,1327,0,0,1840,14758,251,0,1534,401,1037,0,2092,0,2,92,0,0,0,46,0,0,0,0,0,0,837,30,179,0,0,0,0,0,28,430,1632,815,378,97,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170112,422,49,207,0,37,103,39,0,0,0,0,925,0,556,0,0,41,0,0,0,0,48,1700,3191,524,599,0,0,0,27,465,140,67,0,333,30,0,0,571,2380,0,0,0,0,0,0,0,0,0,0,123,92,316,79,39,19,973,1983,0,17,6,207,2241,3,3,0,21,0,0,0,0,153,691,2202,2032,215,5053,0,143,846,183,0,0,1284,30,558,0,0,0,1271,0,71,0,0,2559,30,91,10,28,64,2795,0,0,563,339,342,0,0,0,0,0,4543,1596,210,0,72,126,79,112,0,317,79,0,834,210,216,453,312,128,128,0,0,0,74,861,4,0,0,0,0,940,707,560,3910,530,0,0,40,4180,533,0,0,1217,0,0,2428,13866,214,0,1554,385,1152,0,2780,0,12,80,0,0,0,22,0,0,0,0,0,0,506,22,93,0,0,0,5,0,22,314,2079,624,319,83,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170113,434,61,276,0,46,82,29,0,0,0,0,775,0,1036,0,0,41,0,0,0,0,45,2018,3346,460,760,0,0,0,28,527,126,135,0,216,81,0,0,817,2337,0,0,0,0,0,0,0,0,0,0,85,183,331,89,81,5,1077,2036,0,3,7,202,2848,6,8,0,10,0,0,0,0,161,452,1960,2065,273,5383,3,118,730,182,10,18,1081,32,613,0,0,0,1258,0,54,0,0,2594,6,59,3,40,48,1506,0,0,454,325,349,0,0,0,0,0,4282,1690,227,0,77,131,85,106,0,366,78,0,772,188,199,27,343,130,110,0,0,0,127,388,11,0,0,0,0,402,354,193,4011,575,0,0,74,4171,592,0,0,1163,0,0,2425,13328,200,0,1197,494,1088,0,2751,0,1,295,0,0,0,49,0,0,0,0,0,0,651,41,82,0,0,0,0,0,48,293,1996,530,372,60,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170114,430,57,264,7,43,84,30,0,587,0,0,721,0,521,0,0,34,0,0,0,0,67,1801,3178,506,460,0,0,0,27,427,161,60,0,175,40,0,0,1095,2478,0,0,0,0,0,0,0,0,0,0,102,576,375,71,166,2,1067,2127,0,7,5,301,2345,0,28,0,17,0,0,0,0,180,522,1943,1463,277,5426,0,104,912,150,0,25,1100,41,424,0,0,0,1276,0,82,0,0,2684,66,45,4,51,42,1005,290,0,540,245,375,0,0,0,0,0,916,1619,350,0,67,133,115,105,0,256,83,0,879,256,238,615,347,134,85,0,0,0,42,359,8,0,0,0,0,374,581,341,4636,431,0,0,45,3927,492,47,0,1414,0,0,2682,16180,160,0,1540,357,874,0,3137,0,0,117,0,0,0,29,0,0,0,0,0,0,633,16,108,0,0,0,0,0,17,365,2184,552,309,37,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170115,412,37,254,6,45,82,39,0,958,0,0,750,0,647,0,0,64,0,0,0,0,52,1832,3059,449,502,0,0,0,37,386,137,106,0,218,100,0,0,682,2150,0,0,0,0,0,0,0,0,0,0,142,266,363,79,44,0,1157,2043,0,11,3,211,2327,3,4,0,9,0,0,0,0,251,564,1815,2013,389,5504,3,131,903,153,10,15,1396,26,849,0,0,0,1213,0,105,0,0,2820,17,87,18,44,31,913,545,0,520,304,400,0,0,0,0,0,845,1731,217,0,90,128,122,73,0,390,79,0,1077,240,223,544,351,162,85,0,0,0,71,302,9,0,0,0,0,569,282,280,4341,559,0,0,43,4008,775,265,0,1341,0,0,2541,11861,181,0,1556,372,1024,0,2723,0,2,105,0,0,0,49,0,0,0,0,0,0,780,28,113,0,0,0,5,0,34,339,1948,580,389,77,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170116,598,81,296,19,61,127,51,0,1126,0,0,1386,0,176,0,0,79,0,53,0,0,75,2456,3652,779,524,0,0,0,47,566,172,80,0,291,231,0,0,1316,4142,0,0,0,0,0,0,0,0,3,0,222,173,559,82,92,21,1129,2775,0,8,14,342,2453,9,45,0,21,0,0,0,0,197,880,2063,2096,759,4356,20,72,1341,243,20,85,1449,17,343,0,0,0,1332,0,144,0,5,3429,96,51,30,47,42,1128,527,0,666,580,461,0,0,0,0,0,1131,2136,106,0,90,171,38,53,0,505,23,4,1001,247,235,417,47,12,48,0,0,0,56,335,7,0,0,0,0,418,381,223,4303,686,0,0,42,4547,0,268,0,1573,0,0,6050,706,189,0,1575,522,1312,0,8493,0,4,101,14,76,0,53,0,0,0,0,0,0,544,13,183,0,0,0,0,0,61,299,4972,888,458,51,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170117,435,102,231,18,54,148,55,0,1436,0,0,1161,0,155,0,0,47,0,40,0,0,82,2031,3119,654,664,0,0,0,43,619,200,55,0,460,120,0,0,858,3622,0,0,0,0,0,0,0,0,2,0,143,117,357,104,55,9,880,2416,0,5,5,255,2420,3,2,0,13,0,0,0,0,213,821,1874,1902,344,4615,0,91,863,225,0,11,1458,19,362,0,0,0,1059,0,64,0,0,3105,64,98,12,62,46,1090,451,0,539,376,414,0,0,0,0,0,1074,1648,73,0,95,158,21,37,0,496,13,1,945,126,223,424,31,7,80,0,0,0,62,347,3,0,0,0,0,544,410,216,3558,748,0,0,47,4191,0,256,0,1399,0,0,5500,709,156,0,1506,512,1375,0,8050,0,0,133,4,81,0,12,0,0,0,0,0,0,594,36,93,0,0,0,0,0,25,246,4145,688,419,56,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170118,512,50,243,24,28,88,34,0,1026,0,0,894,0,233,0,0,45,0,43,0,0,48,2166,2813,484,695,0,0,0,38,497,148,70,0,221,150,0,0,705,3673,0,0,0,0,0,0,0,0,3,0,105,250,349,66,40,5,910,2379,0,14,1,243,2549,6,14,0,19,0,0,0,0,180,640,1576,1656,222,7669,10,68,811,162,10,14,1306,0,315,0,0,0,1025,0,61,0,0,2710,67,65,2,43,31,852,458,0,560,392,372,4,0,0,0,0,1162,1686,92,0,74,103,20,52,0,469,17,75,946,139,197,23,33,8,63,0,0,0,66,381,6,0,0,0,0,444,468,241,3633,584,0,0,57,4201,0,178,0,1379,0,0,6490,775,148,0,1380,443,1144,0,9110,0,0,245,18,87,0,48,0,0,0,0,0,0,1091,22,82,0,0,0,0,0,87,256,4676,682,374,8,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170119,479,51,239,13,37,104,46,0,844,0,0,1035,0,1034,0,0,49,0,48,0,0,77,2044,3175,490,613,0,0,0,30,577,164,15,0,197,167,0,0,441,3131,0,0,0,0,0,0,0,0,1,0,108,427,359,60,40,0,1100,2395,0,12,2,281,2323,0,8,0,12,0,0,0,0,157,717,1891,1572,423,7824,0,67,646,168,0,21,1023,0,334,0,0,0,1145,0,106,0,2,3211,50,49,15,53,35,784,409,0,664,418,412,3,0,0,0,0,1404,1801,45,0,63,114,26,24,0,413,15,84,945,147,215,222,35,9,59,0,0,0,67,315,4,0,0,0,0,360,332,177,3726,608,0,0,35,4419,0,310,0,1391,0,0,6280,760,143,0,1301,408,1160,0,9282,0,0,139,6,63,0,23,0,0,0,0,0,0,721,19,108,0,0,0,0,0,16,278,4713,711,406,36,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170120,475,44,233,16,51,79,70,0,1131,0,0,1217,0,1545,0,0,60,0,38,0,0,65,2120,3166,577,589,0,0,0,30,447,120,65,0,302,162,0,0,539,4368,0,0,0,0,0,0,0,0,3,0,144,81,371,54,25,12,877,2802,0,29,5,297,2931,3,9,0,10,0,0,0,0,197,613,1613,1830,552,7443,10,71,1059,181,10,13,1433,0,327,0,0,0,1129,0,88,0,0,2913,58,54,14,49,10,836,284,0,606,366,403,3,0,0,0,0,1308,1528,77,0,66,121,25,27,0,358,18,94,1145,161,195,30,39,14,40,0,0,0,58,356,4,0,0,0,0,383,305,248,4319,656,0,0,50,4481,0,214,0,1558,0,0,6638,2190,99,0,1514,423,1163,0,8759,0,0,331,18,70,0,65,0,0,0,0,0,0,1294,22,109,0,0,0,0,0,101,215,4348,684,347,24,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
